Year,State,Model,Response,Actual_Label,Gender,AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,PINCP
2016,MI,Gemma2B,Above,Below,Male,44.0,1.0,22.0,1.0,7750.0,26.0,0.0,60.0,1.0,1.0,9000.0
2016,MI,Gemma2B,Above,Below,Male,47.0,1.0,21.0,1.0,4850.0,26.0,1.0,40.0,1.0,1.0,19000.0
2016,MI,Gemma2B,Below,Below,Male,55.0,2.0,21.0,5.0,4220.0,29.0,0.0,28.0,1.0,1.0,
2016,MI,Gemma2B,Below,Above,Female,55.0,1.0,21.0,1.0,2010.0,18.0,1.0,40.0,2.0,1.0,52000.0
2016,MI,Gemma2B,Below,Above,Female,32.0,1.0,22.0,1.0,2550.0,26.0,0.0,40.0,2.0,2.0,58000.0
2016,MI,Gemma2B,Below,Below,Female,48.0,1.0,16.0,3.0,5700.0,26.0,12.0,40.0,2.0,1.0,8900.0
2016,MI,Gemma2B,Below,Below,Female,61.0,1.0,20.0,1.0,5700.0,26.0,1.0,20.0,2.0,1.0,19800.0
2016,MI,Gemma2B,Above,Above,Female,63.0,6.0,23.0,1.0,3060.0,26.0,0.0,45.0,2.0,1.0,78000.0
2016,MI,Gemma2B,Below,Below,Female,74.0,6.0,16.0,1.0,6050.0,26.0,1.0,30.0,2.0,1.0,6800.0
2016,MI,Gemma2B,Above,Below,Male,44.0,6.0,19.0,1.0,6240.0,26.0,9.0,40.0,1.0,1.0,0.0
2016,MI,Gemma2B,Below,Below,Male,27.0,1.0,16.0,5.0,4020.0,26.0,13.0,40.0,1.0,1.0,0.0
2016,MI,Gemma2B,Above,Below,Male,42.0,1.0,22.0,1.0,1430.0,26.0,1.0,42.0,1.0,1.0,28000.0
2016,MI,Gemma2B,Below,Below,Male,45.0,1.0,21.0,1.0,8740.0,42.0,1.0,40.0,1.0,1.0,25000.0
2016,MI,Gemma2B,Below,Below,Male,34.0,1.0,21.0,1.0,20.0,26.0,0.0,50.0,1.0,1.0,0.0
2016,MI,Gemma2B,Below,Above,Male,61.0,1.0,18.0,1.0,1920.0,26.0,0.0,44.0,1.0,1.0,52000.0
2016,MI,Gemma2B,Below,Above,Male,22.0,1.0,16.0,5.0,4250.0,26.0,11.0,40.0,1.0,1.0,67600.0
2016,MI,Gemma2B,Below,Below,Female,21.0,1.0,20.0,5.0,4610.0,26.0,0.0,20.0,2.0,1.0,47000.0
2016,MI,Gemma2B,Below,Below,Female,60.0,1.0,20.0,1.0,3420.0,26.0,1.0,40.0,2.0,1.0,
2016,MI,Gemma2B,Below,Below,Female,61.0,1.0,19.0,1.0,4820.0,26.0,0.0,45.0,2.0,1.0,
2016,MI,Gemma2B,Below,Below,Female,48.0,2.0,21.0,1.0,430.0,26.0,1.0,40.0,2.0,2.0,0.0
2016,MI,Gemma2B,Above,Below,Female,41.0,1.0,16.0,1.0,4600.0,26.0,1.0,40.0,2.0,1.0,12000.0
2016,MI,Gemma2B,Above,Below,Male,52.0,1.0,16.0,1.0,7000.0,26.0,1.0,50.0,1.0,1.0,
2016,MI,Gemma2B,Below,Below,Female,70.0,1.0,16.0,1.0,5860.0,26.0,1.0,30.0,2.0,1.0,18000.0
2016,MI,Gemma2B,Below,Below,Male,22.0,1.0,19.0,5.0,4110.0,26.0,0.0,32.0,1.0,1.0,12170.0
2016,MI,Gemma2B,Below,Below,Male,40.0,1.0,16.0,1.0,9130.0,26.0,1.0,60.0,1.0,1.0,30900.0
2016,MI,Gemma2B,Below,Below,Female,33.0,1.0,18.0,1.0,3645.0,26.0,1.0,40.0,2.0,1.0,
2016,MI,Gemma2B,Below,Below,Female,24.0,1.0,20.0,1.0,3420.0,26.0,1.0,40.0,2.0,1.0,49000.0
2016,MI,Gemma2B,Below,Below,Female,17.0,1.0,13.0,5.0,4110.0,26.0,2.0,35.0,2.0,1.0,
2016,MI,Gemma2B,Below,Below,Male,37.0,3.0,21.0,1.0,230.0,26.0,0.0,50.0,1.0,1.0,0.0
2016,MI,Gemma2B,Below,Below,Male,32.0,1.0,16.0,1.0,9610.0,26.0,1.0,40.0,1.0,1.0,0.0
2016,MI,Gemma2B,Below,Below,Female,66.0,7.0,21.0,1.0,430.0,26.0,0.0,50.0,2.0,1.0,
2016,MI,Gemma2B,Below,Below,Female,64.0,1.0,21.0,1.0,2310.0,26.0,1.0,40.0,2.0,6.0,0.0
2016,MI,Gemma2B,Below,Below,Male,62.0,7.0,16.0,1.0,4850.0,26.0,1.0,60.0,1.0,1.0,
2016,MI,Gemma2B,Below,Above,Male,19.0,1.0,18.0,5.0,4700.0,26.0,2.0,30.0,1.0,1.0,115000.0
2016,MI,Gemma2B,Above,Below,Male,61.0,3.0,21.0,1.0,2540.0,9.0,0.0,10.0,1.0,1.0,39000.0
2016,MI,Gemma2B,Below,Below,Male,52.0,1.0,22.0,1.0,110.0,207.0,1.0,40.0,1.0,6.0,2400.0
2016,MI,Gemma2B,Below,Below,Female,36.0,1.0,21.0,1.0,430.0,36.0,1.0,55.0,2.0,1.0,
2016,MI,Gemma2B,Below,Below,Male,21.0,1.0,12.0,5.0,4250.0,26.0,17.0,60.0,1.0,1.0,34000.0
2016,MI,Gemma2B,Above,Below,Male,45.0,1.0,19.0,1.0,7750.0,26.0,0.0,40.0,1.0,1.0,
2016,MI,Gemma2B,Below,Below,Female,25.0,1.0,21.0,1.0,1020.0,222.0,1.0,40.0,2.0,1.0,34000.0
2016,MI,Gemma2B,Below,Below,Male,25.0,1.0,19.0,1.0,530.0,26.0,1.0,50.0,1.0,1.0,24000.0
2016,MI,Gemma2B,Above,Below,Male,64.0,2.0,13.0,1.0,9360.0,26.0,0.0,40.0,1.0,1.0,
2016,MI,Gemma2B,Below,Below,Female,74.0,8.0,16.0,2.0,5620.0,26.0,0.0,4.0,2.0,1.0,7200.0
2016,MI,Gemma2B,Above,Below,Male,57.0,1.0,24.0,1.0,1720.0,17.0,1.0,65.0,1.0,1.0,33000.0
2016,MI,Gemma2B,Below,Below,Female,19.0,1.0,19.0,5.0,5860.0,26.0,2.0,15.0,2.0,2.0,15600.0
2016,MI,Gemma2B,Below,Below,Female,34.0,6.0,16.0,1.0,4510.0,26.0,1.0,30.0,2.0,1.0,18000.0
2016,MI,Gemma2B,Below,Below,Female,39.0,7.0,16.0,5.0,4760.0,26.0,0.0,20.0,2.0,1.0,9300.0
2016,MI,Gemma2B,Above,Below,Female,43.0,7.0,19.0,5.0,630.0,26.0,2.0,70.0,2.0,1.0,29100.0
2016,MI,Gemma2B,Below,Below,Male,26.0,1.0,16.0,5.0,4020.0,26.0,13.0,30.0,1.0,1.0,
2016,MI,Gemma2B,Below,Below,Female,26.0,1.0,18.0,5.0,4760.0,26.0,12.0,25.0,2.0,1.0,0.0
2016,MI,Gemma2B,Below,Below,Female,50.0,2.0,16.0,1.0,5700.0,26.0,0.0,40.0,2.0,1.0,20000.0
2016,MI,Gemma2B,Below,Below,Female,28.0,4.0,16.0,5.0,3600.0,26.0,0.0,40.0,2.0,1.0,35000.0
2016,MI,Gemma2B,Above,Below,Female,48.0,1.0,22.0,1.0,1760.0,26.0,1.0,40.0,2.0,1.0,23800.0
2016,MI,Gemma2B,Below,Below,Male,57.0,1.0,20.0,3.0,4700.0,26.0,0.0,40.0,1.0,1.0,31200.0
2016,MI,Gemma2B,Below,Below,Male,19.0,3.0,16.0,5.0,4250.0,26.0,2.0,40.0,1.0,1.0,
2016,MI,Gemma2B,Below,Below,Female,31.0,1.0,21.0,1.0,5240.0,26.0,0.0,40.0,2.0,1.0,6000.0
2016,MI,Gemma2B,Below,Above,Female,26.0,1.0,21.0,3.0,3255.0,37.0,0.0,36.0,2.0,1.0,135000.0
2016,MI,Gemma2B,Below,Below,Female,68.0,1.0,19.0,1.0,5160.0,26.0,1.0,40.0,2.0,1.0,2500.0
2016,MI,Gemma2B,Below,Below,Female,30.0,1.0,20.0,5.0,4110.0,26.0,4.0,18.0,2.0,1.0,
2016,MI,Gemma2B,Below,Below,Male,44.0,1.0,21.0,1.0,10.0,26.0,0.0,60.0,1.0,1.0,10200.0
2016,MI,Gemma2B,Below,Below,Female,49.0,1.0,16.0,1.0,9130.0,26.0,0.0,25.0,2.0,1.0,
2016,MI,Gemma2B,Below,Above,Male,18.0,6.0,19.0,5.0,4760.0,26.0,17.0,14.0,1.0,1.0,55000.0
2016,MI,Gemma2B,Above,Below,Male,47.0,1.0,20.0,1.0,9000.0,26.0,1.0,60.0,1.0,1.0,0.0
2016,MI,Gemma2B,Below,Above,Female,62.0,4.0,21.0,1.0,2310.0,26.0,1.0,40.0,2.0,1.0,56000.0
2016,MI,Gemma2B,Below,Below,Female,41.0,1.0,19.0,5.0,3500.0,26.0,0.0,40.0,2.0,1.0,30000.0
2016,MI,Gemma2B,Below,Above,Female,56.0,1.0,18.0,2.0,1550.0,18.0,0.0,42.0,2.0,1.0,63000.0
2016,MI,Gemma2B,Below,Below,Male,54.0,1.0,18.0,3.0,8965.0,26.0,0.0,42.0,1.0,1.0,0.0
2016,MI,Gemma2B,Below,Below,Male,32.0,1.0,21.0,1.0,1410.0,35.0,0.0,45.0,1.0,1.0,26000.0
2016,MI,Gemma2B,Below,Below,Female,63.0,2.0,22.0,1.0,4610.0,36.0,1.0,5.0,2.0,1.0,19800.0
2016,MI,Gemma2B,Below,Below,Female,56.0,3.0,22.0,1.0,2310.0,26.0,1.0,40.0,2.0,2.0,16504.0
2016,MI,Gemma2B,Above,Below,Male,46.0,6.0,18.0,1.0,850.0,26.0,0.0,60.0,1.0,1.0,38000.0
2016,MI,Gemma2B,Below,Above,Male,68.0,7.0,23.0,1.0,6200.0,26.0,1.0,25.0,1.0,1.0,105000.0
2016,MI,Gemma2B,Below,Below,Male,29.0,1.0,16.0,1.0,1430.0,26.0,1.0,40.0,1.0,1.0,43000.0
2016,MI,Gemma2B,Below,Below,Male,25.0,1.0,18.0,5.0,4020.0,26.0,13.0,35.0,1.0,1.0,46000.0
2016,MI,Gemma2B,Below,Above,Female,55.0,2.0,19.0,1.0,5700.0,26.0,0.0,40.0,2.0,1.0,60000.0
2016,MI,Gemma2B,Below,Below,Male,50.0,1.0,16.0,5.0,9130.0,39.0,13.0,30.0,1.0,2.0,350.0
2016,MI,Gemma2B,Below,Above,Male,40.0,1.0,22.0,1.0,7700.0,36.0,1.0,40.0,1.0,1.0,129000.0
2016,MI,Gemma2B,Below,Below,Male,31.0,1.0,21.0,1.0,10.0,26.0,1.0,50.0,1.0,1.0,
2016,MI,Gemma2B,Above,Below,Male,54.0,1.0,21.0,1.0,7700.0,26.0,0.0,45.0,1.0,1.0,
2016,MI,Gemma2B,Below,Above,Male,63.0,6.0,21.0,1.0,6260.0,212.0,0.0,30.0,1.0,1.0,65000.0
2016,MI,Gemma2B,Below,Below,Female,64.0,1.0,22.0,1.0,2910.0,26.0,1.0,10.0,2.0,1.0,1000.0
2016,MI,Gemma2B,Above,Below,Female,34.0,5.0,21.0,1.0,3255.0,26.0,0.0,40.0,2.0,2.0,13100.0
2016,MI,Gemma2B,Below,Below,Male,31.0,1.0,18.0,3.0,8600.0,26.0,0.0,60.0,1.0,1.0,
2016,MI,Gemma2B,Above,Below,Male,37.0,7.0,20.0,1.0,4710.0,26.0,1.0,40.0,1.0,1.0,
2016,MI,Gemma2B,Below,Below,Female,54.0,2.0,18.0,1.0,1060.0,26.0,1.0,40.0,2.0,1.0,0.0
2016,MI,Gemma2B,Below,Below,Male,66.0,1.0,1.0,1.0,8220.0,26.0,0.0,40.0,1.0,1.0,0.0
2016,MI,Gemma2B,Above,Below,Male,35.0,1.0,22.0,1.0,10.0,26.0,1.0,60.0,1.0,1.0,28000.0
2016,MI,Gemma2B,Below,Below,Male,48.0,1.0,13.0,3.0,6230.0,26.0,2.0,35.0,1.0,1.0,15500.0
2016,MI,Gemma2B,Above,Below,Female,36.0,6.0,22.0,1.0,2910.0,26.0,0.0,15.0,2.0,1.0,
2016,MI,Gemma2B,Below,Above,Female,35.0,6.0,16.0,1.0,4510.0,26.0,1.0,2.0,2.0,2.0,56600.0
2016,MI,Gemma2B,Below,Below,Female,25.0,1.0,16.0,5.0,4050.0,26.0,4.0,18.0,2.0,1.0,15320.0
2016,MI,Gemma2B,Below,Below,Female,51.0,3.0,16.0,1.0,4220.0,26.0,0.0,40.0,2.0,2.0,22000.0
2016,MI,Gemma2B,Below,Below,Male,23.0,1.0,19.0,5.0,4640.0,362.0,17.0,16.0,1.0,1.0,31500.0
2016,MI,Gemma2B,Above,Below,Female,63.0,2.0,24.0,5.0,2100.0,35.0,0.0,45.0,2.0,1.0,1900.0
2016,MI,Gemma2B,Below,Below,Female,34.0,1.0,19.0,1.0,5940.0,26.0,0.0,40.0,2.0,1.0,30000.0
2016,MI,Gemma2B,Above,Below,Female,37.0,2.0,22.0,5.0,2010.0,26.0,0.0,45.0,2.0,2.0,
2016,MI,Gemma2B,Below,Above,Female,30.0,6.0,18.0,1.0,2910.0,48.0,1.0,4.0,2.0,1.0,70000.0
2016,MI,Gemma2B,Below,Below,Female,61.0,6.0,16.0,1.0,7810.0,26.0,1.0,40.0,2.0,1.0,0.0
2016,MI,Gemma2B,Below,Below,Male,28.0,6.0,18.0,3.0,4650.0,26.0,0.0,60.0,1.0,1.0,31700.0
2016,MI,Gemma2B,Above,Above,Female,53.0,7.0,24.0,1.0,1720.0,18.0,1.0,70.0,2.0,1.0,65000.0
2016,MI,Gemma2B,Below,Below,Female,50.0,1.0,18.0,1.0,3420.0,26.0,1.0,40.0,2.0,1.0,45100.0
2016,MI,Gemma2B,Above,Below,Male,55.0,4.0,16.0,1.0,4220.0,26.0,0.0,40.0,1.0,3.0,7100.0
2016,MI,Gemma2B,Above,Below,Male,60.0,1.0,16.0,3.0,9130.0,26.0,13.0,70.0,1.0,1.0,
2016,MI,Gemma2B,Below,Below,Female,34.0,4.0,16.0,5.0,4720.0,26.0,0.0,40.0,2.0,1.0,0.0
2016,MI,Gemma2B,Below,Above,Male,37.0,1.0,21.0,1.0,430.0,26.0,0.0,42.0,1.0,1.0,60000.0
2016,MI,Gemma2B,Below,Below,Female,51.0,1.0,19.0,1.0,120.0,26.0,0.0,40.0,2.0,1.0,15000.0
2016,MI,Gemma2B,Below,Below,Female,50.0,2.0,19.0,1.0,1050.0,26.0,1.0,40.0,2.0,1.0,16000.0
2016,MI,Gemma2B,Below,Below,Female,32.0,1.0,20.0,1.0,430.0,26.0,0.0,33.0,2.0,1.0,800.0
2016,MI,Gemma2B,Above,Below,Male,45.0,1.0,19.0,1.0,7950.0,26.0,0.0,60.0,1.0,2.0,41030.0
2016,MI,Gemma2B,Below,Above,Male,51.0,6.0,19.0,5.0,4250.0,26.0,16.0,25.0,1.0,1.0,58300.0
2016,MI,Gemma2B,Below,Below,Female,32.0,1.0,21.0,1.0,4700.0,162.0,0.0,40.0,2.0,1.0,
2016,MI,Gemma2B,Below,Below,Female,54.0,1.0,23.0,5.0,540.0,26.0,5.0,40.0,2.0,1.0,16000.0
2016,MI,Gemma2B,Below,Above,Male,39.0,1.0,16.0,3.0,7340.0,26.0,0.0,45.0,1.0,1.0,126000.0
2016,MI,Gemma2B,Below,Above,Male,67.0,6.0,16.0,3.0,430.0,30.0,0.0,60.0,1.0,1.0,68000.0
2016,MI,Gemma2B,Below,Below,Male,56.0,1.0,13.0,1.0,6320.0,26.0,1.0,50.0,1.0,1.0,15000.0
2016,MI,Gemma2B,Below,Below,Male,31.0,1.0,17.0,5.0,5620.0,53.0,12.0,40.0,1.0,1.0,
2016,MI,Gemma2B,Above,Below,Female,65.0,1.0,19.0,1.0,5110.0,17.0,1.0,40.0,2.0,2.0,25130.0
2016,MI,Gemma2B,Below,Above,Male,60.0,1.0,18.0,3.0,8965.0,139.0,13.0,40.0,1.0,1.0,56800.0
2016,MI,Gemma2B,Below,Below,Male,30.0,1.0,20.0,1.0,1105.0,26.0,0.0,45.0,1.0,1.0,24000.0
2016,MI,Gemma2B,Below,Below,Male,30.0,1.0,16.0,5.0,7750.0,26.0,2.0,40.0,1.0,1.0,45000.0
2016,MI,Gemma2B,Below,Below,Male,83.0,1.0,23.0,1.0,2200.0,134.0,1.0,40.0,1.0,1.0,24000.0
2016,MI,Gemma2B,Below,Below,Female,22.0,1.0,18.0,5.0,5620.0,26.0,2.0,25.0,2.0,1.0,13000.0
2016,MI,Gemma2B,Below,Below,Male,27.0,1.0,19.0,5.0,5240.0,26.0,0.0,40.0,1.0,1.0,6000.0
2016,MI,Gemma2B,Below,Below,Female,32.0,1.0,21.0,5.0,860.0,26.0,0.0,40.0,2.0,9.0,39930.0
2016,MI,Gemma2B,Below,Below,Male,60.0,1.0,16.0,1.0,6130.0,26.0,1.0,40.0,1.0,1.0,
2016,MI,Gemma2B,Below,Below,Male,28.0,1.0,18.0,1.0,7750.0,26.0,1.0,24.0,1.0,2.0,50000.0
2016,MI,Gemma2B,Below,Below,Female,55.0,2.0,22.0,1.0,2310.0,36.0,1.0,40.0,2.0,1.0,31800.0
2016,MI,Gemma2B,Below,Below,Male,21.0,1.0,21.0,5.0,2200.0,17.0,0.0,10.0,1.0,1.0,15700.0
2016,MI,Gemma2B,Below,Above,Female,35.0,3.0,22.0,1.0,3245.0,26.0,0.0,40.0,2.0,1.0,120000.0
2016,MI,Gemma2B,Below,Below,Male,36.0,1.0,22.0,3.0,4510.0,26.0,13.0,25.0,1.0,1.0,300.0
2016,MI,Gemma2B,Below,Above,Male,27.0,1.0,21.0,5.0,5860.0,26.0,2.0,60.0,1.0,1.0,64000.0
2016,MI,Gemma2B,Below,Above,Male,70.0,6.0,22.0,1.0,10.0,48.0,0.0,5.0,1.0,1.0,75000.0
2016,MI,Gemma2B,Below,Below,Male,18.0,1.0,16.0,5.0,4760.0,110.0,2.0,6.0,1.0,2.0,26750.0
2016,MI,Gemma2B,Below,Below,Female,38.0,1.0,18.0,3.0,5860.0,26.0,15.0,40.0,2.0,1.0,48000.0
2016,MI,Gemma2B,Below,Below,Female,19.0,2.0,18.0,5.0,8630.0,26.0,17.0,8.0,2.0,1.0,15600.0
2016,MI,Gemma2B,Below,Below,Male,53.0,6.0,21.0,5.0,4220.0,26.0,0.0,36.0,1.0,1.0,40000.0
2016,MI,Gemma2B,Below,Below,Female,30.0,1.0,20.0,5.0,4060.0,26.0,13.0,35.0,2.0,1.0,9230.0
2016,MI,Gemma2B,Below,Above,Male,67.0,1.0,21.0,1.0,2200.0,26.0,1.0,7.0,1.0,1.0,66000.0
2016,MI,Gemma2B,Below,Below,Female,27.0,1.0,17.0,5.0,4010.0,26.0,0.0,32.0,2.0,2.0,2900.0
2016,MI,Gemma2B,Below,Below,Female,19.0,1.0,19.0,5.0,9620.0,26.0,2.0,15.0,2.0,1.0,0.0
2016,MI,Gemma2B,Below,Below,Male,40.0,6.0,16.0,1.0,350.0,26.0,0.0,45.0,1.0,1.0,12000.0
2016,MI,Gemma2B,Below,Below,Male,65.0,1.0,21.0,1.0,5120.0,17.0,0.0,20.0,1.0,1.0,40000.0
2016,MI,Gemma2B,Below,Above,Male,30.0,1.0,16.0,1.0,6355.0,26.0,0.0,50.0,1.0,1.0,100500.0
2016,MI,Gemma2B,Below,Below,Male,65.0,3.0,11.0,3.0,9620.0,29.0,13.0,8.0,1.0,1.0,34600.0
2016,MI,Gemma2B,Below,Below,Male,62.0,1.0,16.0,1.0,2340.0,140.0,9.0,40.0,1.0,1.0,43100.0
2016,MI,Gemma2B,Below,Below,Male,55.0,1.0,21.0,5.0,1010.0,210.0,5.0,45.0,1.0,6.0,
2016,MI,Gemma2B,Below,Below,Male,23.0,1.0,19.0,5.0,1240.0,26.0,2.0,40.0,1.0,2.0,
2016,MI,Gemma2B,Below,Below,Male,25.0,1.0,21.0,5.0,4840.0,18.0,2.0,40.0,1.0,1.0,8800.0
2016,MI,Gemma2B,Below,Below,Female,22.0,1.0,21.0,5.0,5160.0,26.0,0.0,25.0,2.0,1.0,40000.0
2016,MI,Gemma2B,Below,Below,Female,39.0,1.0,20.0,1.0,3255.0,18.0,0.0,25.0,2.0,1.0,
2016,MI,Gemma2B,Below,Below,Male,19.0,1.0,16.0,5.0,9620.0,26.0,17.0,58.0,1.0,1.0,40600.0
2016,MI,Gemma2B,Below,Above,Male,26.0,1.0,18.0,5.0,8965.0,26.0,11.0,40.0,1.0,1.0,73000.0
2016,MI,Gemma2B,Below,Below,Male,23.0,1.0,16.0,5.0,6260.0,26.0,13.0,60.0,1.0,1.0,
2016,MI,Gemma2B,Above,Below,Female,39.0,1.0,21.0,5.0,4710.0,26.0,0.0,40.0,2.0,1.0,760.0
2016,MI,Gemma2B,Above,Below,Male,32.0,7.0,16.0,3.0,530.0,55.0,0.0,55.0,1.0,1.0,0.0
2016,MI,Gemma2B,Below,Below,Male,18.0,1.0,16.0,5.0,3955.0,36.0,17.0,40.0,1.0,1.0,18930.0
2016,MI,Gemma2B,Below,Below,Female,73.0,1.0,16.0,1.0,9130.0,26.0,1.0,3.0,2.0,1.0,19500.0
2016,MI,Gemma2B,Below,Above,Male,29.0,1.0,18.0,5.0,8220.0,39.0,0.0,60.0,1.0,1.0,63000.0
2016,MI,Gemma2B,Above,Below,Male,53.0,1.0,21.0,1.0,1530.0,212.0,0.0,55.0,1.0,1.0,
2016,MI,Gemma2B,Below,Below,Male,20.0,1.0,16.0,5.0,4220.0,26.0,2.0,40.0,1.0,8.0,25000.0
2016,MI,Gemma2B,Below,Below,Male,52.0,1.0,17.0,1.0,7200.0,26.0,0.0,40.0,1.0,1.0,0.0
2016,MI,Gemma2B,Above,Below,Female,63.0,1.0,19.0,1.0,530.0,39.0,1.0,40.0,2.0,1.0,15000.0
2016,MI,Gemma2B,Below,Below,Male,50.0,1.0,16.0,1.0,9130.0,26.0,1.0,40.0,1.0,1.0,13000.0
2016,MI,Gemma2B,Below,Above,Female,23.0,1.0,21.0,5.0,5400.0,26.0,0.0,40.0,2.0,1.0,71000.0
2016,MI,Gemma2B,Below,Below,Male,20.0,1.0,21.0,5.0,1240.0,26.0,15.0,7.0,1.0,1.0,48000.0
2016,MI,Gemma2B,Below,Below,Female,21.0,1.0,19.0,5.0,8300.0,26.0,17.0,40.0,2.0,1.0,0.0
2016,MI,Gemma2B,Below,Below,Male,32.0,1.0,16.0,5.0,8100.0,26.0,0.0,40.0,1.0,1.0,12000.0
2016,MI,Gemma2B,Below,Below,Female,23.0,1.0,16.0,5.0,8030.0,26.0,0.0,40.0,2.0,1.0,9600.0
2016,MI,Gemma2B,Below,Above,Male,46.0,1.0,16.0,3.0,9620.0,26.0,10.0,40.0,1.0,1.0,69200.0
2016,MI,Gemma2B,Below,Below,Female,62.0,1.0,19.0,1.0,5700.0,26.0,0.0,40.0,2.0,1.0,0.0
2016,MI,Gemma2B,Below,Below,Male,58.0,1.0,17.0,3.0,4710.0,26.0,13.0,40.0,1.0,1.0,38000.0
2016,MI,Gemma2B,Above,Below,Female,58.0,1.0,21.0,1.0,1107.0,17.0,0.0,50.0,2.0,1.0,33200.0
2016,MI,Gemma2B,Below,Below,Female,35.0,1.0,22.0,1.0,430.0,210.0,1.0,40.0,2.0,6.0,8800.0
2016,MI,Gemma2B,Below,Above,Male,20.0,1.0,14.0,5.0,4110.0,18.0,0.0,30.0,1.0,2.0,54000.0
2016,MI,Gemma2B,Below,Below,Female,51.0,3.0,18.0,3.0,5860.0,26.0,0.0,40.0,2.0,1.0,13200.0
2016,MI,Gemma2B,Below,Below,Male,29.0,1.0,19.0,1.0,600.0,26.0,0.0,50.0,1.0,1.0,30700.0
2016,MI,Gemma2B,Below,Above,Female,38.0,1.0,16.0,1.0,4110.0,26.0,0.0,27.0,2.0,1.0,80500.0
2016,MI,Gemma2B,Below,Below,Male,28.0,7.0,16.0,3.0,6260.0,26.0,15.0,40.0,1.0,1.0,14400.0
2016,MI,Gemma2B,Below,Below,Male,22.0,1.0,20.0,5.0,6520.0,26.0,2.0,40.0,1.0,1.0,
2016,MI,Gemma2B,Below,Above,Female,38.0,1.0,16.0,4.0,5860.0,26.0,0.0,40.0,2.0,1.0,97000.0
2016,MI,Gemma2B,Below,Below,Female,62.0,6.0,21.0,1.0,726.0,26.0,1.0,25.0,2.0,1.0,35000.0
2016,MI,Gemma2B,Above,Below,Male,34.0,1.0,16.0,1.0,9620.0,217.0,1.0,35.0,1.0,1.0,42000.0
2016,MI,Gemma2B,Below,Above,Male,61.0,1.0,21.0,1.0,6260.0,26.0,0.0,30.0,1.0,1.0,64000.0
2016,MI,Gemma2B,Below,Below,Male,59.0,1.0,16.0,3.0,8965.0,26.0,0.0,40.0,1.0,1.0,
2016,MI,Gemma2B,Below,Below,Female,41.0,1.0,23.0,5.0,2310.0,26.0,5.0,40.0,2.0,1.0,17000.0
2016,MI,Gemma2B,Below,Below,Female,57.0,1.0,19.0,1.0,5140.0,39.0,1.0,40.0,2.0,1.0,0.0
2016,MI,Gemma2B,Below,Below,Male,27.0,2.0,24.0,1.0,1965.0,109.0,1.0,40.0,1.0,1.0,7100.0
2016,MI,Gemma2B,Below,Above,Male,36.0,1.0,21.0,1.0,430.0,26.0,1.0,40.0,1.0,1.0,51000.0
2016,MI,Gemma2B,Below,Below,Male,52.0,1.0,19.0,5.0,3400.0,26.0,0.0,60.0,1.0,8.0,32600.0
2016,MI,Gemma2B,Below,Below,Female,59.0,4.0,20.0,3.0,5400.0,26.0,6.0,40.0,2.0,1.0,
2016,MI,Gemma2B,Below,Above,Male,39.0,1.0,21.0,1.0,4840.0,26.0,0.0,50.0,1.0,1.0,86000.0
2016,MI,Gemma2B,Below,Below,Male,35.0,6.0,19.0,1.0,2910.0,128.0,0.0,12.0,1.0,1.0,
2016,MI,Gemma2B,Below,Below,Female,56.0,1.0,15.0,5.0,8800.0,26.0,0.0,48.0,2.0,2.0,0.0
2016,MI,Gemma2B,Above,Below,Female,37.0,7.0,21.0,5.0,4350.0,26.0,2.0,40.0,2.0,1.0,7200.0
2016,MI,Gemma2B,Below,Below,Male,31.0,1.0,16.0,1.0,8965.0,18.0,1.0,50.0,1.0,1.0,
2016,MI,Gemma2B,Below,Below,Male,26.0,2.0,21.0,5.0,5520.0,26.0,2.0,40.0,1.0,1.0,
2016,MI,Gemma2B,Below,Below,Male,62.0,1.0,21.0,1.0,205.0,26.0,1.0,60.0,1.0,1.0,30000.0
2016,MI,Gemma2B,Below,Below,Male,58.0,6.0,18.0,1.0,3930.0,26.0,0.0,15.0,1.0,1.0,12600.0
2016,MI,Gemma2B,Below,Below,Female,46.0,1.0,21.0,4.0,800.0,26.0,0.0,8.0,2.0,1.0,700.0
2016,MI,Gemma2B,Below,Below,Female,19.0,1.0,16.0,5.0,4150.0,414.0,12.0,14.0,2.0,1.0,22200.0
2016,MI,Gemma2B,Below,Below,Female,22.0,1.0,19.0,5.0,735.0,26.0,0.0,40.0,2.0,1.0,31200.0
2016,MI,Gemma2B,Above,Below,Female,32.0,2.0,22.0,1.0,2310.0,26.0,1.0,40.0,2.0,1.0,14000.0
2016,MI,Gemma2B,Below,Below,Male,57.0,1.0,16.0,1.0,9130.0,26.0,0.0,50.0,1.0,1.0,30000.0
2016,MI,Gemma2B,Below,Below,Male,49.0,1.0,16.0,1.0,7220.0,26.0,0.0,40.0,1.0,1.0,
2016,MI,Gemma2B,Below,Below,Male,37.0,1.0,23.0,1.0,2100.0,26.0,0.0,40.0,1.0,1.0,30000.0
2016,MI,Gemma2B,Below,Below,Female,39.0,2.0,20.0,1.0,5940.0,26.0,0.0,36.0,2.0,1.0,0.0
2016,MI,Gemma2B,Below,Below,Male,42.0,1.0,20.0,5.0,5610.0,26.0,0.0,20.0,1.0,1.0,
